time,pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency,sum_pressure,flow
2025/3/19 7:50,0.473,0.013,0.475,0.467,43.85,0,44.22,0,0.451,2172.45
2025/3/19 7:50,0.471,0.013,0.473,0.467,43.76,0,44.08,0,0.449,2177.66
2025/3/19 7:50,0.471,0.013,0.471,0.462,43.92,0,44.23,0,0.448,2184.61
2025/3/19 7:50,0.473,0.013,0.474,0.467,43.96,0,44.23,0,0.45,2185.76
2025/3/19 7:50,0.471,0.013,0.473,0.466,43.95,0,44.26,0,0.449,2191.55
2025/3/19 7:50,0.472,0.013,0.473,0.466,44.01,0,44.33,0,0.449,2201.39
2025/3/19 7:50,0.471,0.013,0.474,0.466,43.98,0,44.29,0,0.45,2208.91
2025/3/19 7:50,0.47,0.013,0.472,0.465,43.96,0,44.33,0,0.448,2226.85
2025/3/19 7:50,0.469,0.013,0.473,0.464,44.12,0,44.4,0,0.448,2234.95
2025/3/19 7:50,0.47,0.013,0.474,0.465,44.2,0,44.45,0,0.449,2255.79
2025/3/19 7:50,0.47,0.013,0.473,0.465,44.16,0,44.43,0,0.447,2269.1
2025/3/19 7:50,0.472,0.013,0.473,0.465,44.32,0,44.55,0,0.449,2295.14
2025/3/19 7:50,0.472,0.013,0.473,0.466,44.24,0,44.58,0,0.449,2306.71
2025/3/19 7:50,0.469,0.012,0.472,0.463,44.42,0,44.65,0,0.447,2336.23
2025/3/19 7:50,0.472,0.012,0.475,0.468,44.46,0,44.72,0,0.451,2375.58
2025/3/19 7:50,0.469,0.013,0.474,0.465,44.38,0,44.7,0,0.448,2392.94
2025/3/19 7:50,0.469,0.012,0.471,0.462,44.51,0,44.88,0,0.446,2420.14
2025/3/19 7:50,0.474,0.013,0.477,0.468,44.46,0,44.66,0,0.45,2443.87
2025/3/19 7:50,0.468,0.013,0.472,0.465,44.6,0,44.82,0,0.447,2457.18
2025/3/19 7:50,0.473,0.013,0.476,0.462,44.59,0,44.87,0,0.449,2471.06
2025/3/19 7:50,0.471,0.012,0.475,0.467,44.47,0,44.72,0,0.451,2482.64
2025/3/19 7:50,0.47,0.012,0.473,0.464,44.68,0,44.94,0,0.448,2486.11
2025/3/19 7:50,0.474,0.012,0.478,0.471,44.65,0,45.02,0,0.45,2486.11
2025/3/19 7:50,0.472,0.012,0.475,0.466,44.56,0,44.87,0,0.45,2492.48
2025/3/19 7:50,0.472,0.013,0.474,0.466,44.61,0,44.85,0,0.449,2496.53
2025/3/19 7:50,0.471,0.013,0.473,0.465,44.6,0,44.91,0,0.45,2502.89
2025/3/19 7:50,0.471,0.012,0.474,0.464,44.6,0,44.94,0,0.449,2512.15
2025/3/19 7:50,0.472,0.012,0.475,0.465,44.72,0,44.99,0,0.45,2536.46
2025/3/19 7:50,0.472,0.012,0.475,0.466,44.71,0,44.92,0,0.449,2545.72
2025/3/19 7:50,0.472,0.013,0.475,0.465,44.76,0,45.06,0,0.449,2546.88
2025/3/19 7:50,0.474,0.012,0.476,0.467,44.72,0,44.98,0,0.45,2548.61
2025/3/19 7:50,0.473,0.012,0.477,0.468,44.59,0,44.83,0,0.452,2549.19
2025/3/19 7:50,0.472,0.012,0.475,0.467,44.52,0,44.83,0,0.45,2543.4
2025/3/19 7:50,0.473,0.012,0.475,0.467,44.66,0,44.88,0,0.45,2531.83
2025/3/19 7:50,0.475,0.012,0.478,0.468,44.42,0,44.69,0,0.453,2497.11
2025/3/19 7:50,0.471,0.012,0.474,0.465,44.56,0,44.76,0,0.45,2482.64
2025/3/19 7:50,0.474,0.012,0.477,0.468,44.5,0,44.76,0,0.451,2473.96
2025/3/19 7:50,0.474,0.012,0.476,0.467,44.41,0,44.68,0,0.45,2458.33
2025/3/19 7:50,0.473,0.012,0.474,0.467,44.54,0,44.75,0,0.449,2437.5
2025/3/19 7:50,0.473,0.012,0.477,0.468,44.41,0,44.78,0,0.452,2427.08
2025/3/19 7:50,0.471,0.012,0.474,0.465,44.38,0,44.64,0,0.449,2424.19
2025/3/19 7:50,0.472,0.012,0.475,0.467,44.44,0,44.78,0,0.45,2425.93
2025/3/19 7:50,0.474,0.012,0.477,0.468,44.38,0,44.72,0,0.452,2419.56
2025/3/19 7:51,0.472,0.012,0.474,0.466,44.48,0,44.67,0,0.449,2419.56
2025/3/19 7:51,0.474,0.012,0.477,0.467,44.47,0,44.78,0,0.451,2419.56
2025/3/19 7:51,0.473,0.012,0.474,0.466,44.29,0,44.63,0,0.449,2423.03
2025/3/19 7:51,0.471,0.012,0.474,0.466,44.51,0,44.79,0,0.449,2422.45
2025/3/19 7:51,0.473,0.012,0.477,0.468,44.24,0,44.53,0,0.452,2421.88
2025/3/19 7:51,0.471,0.012,0.473,0.466,44.39,0,44.61,0,0.449,2421.3
2025/3/19 7:51,0.474,0.012,0.476,0.469,44.41,0,44.71,0,0.451,2423.61
2025/3/19 7:51,0.474,0.012,0.477,0.469,44.22,0,44.53,0,0.45,2423.03
2025/3/19 7:51,0.473,0.012,0.474,0.467,44.31,0,44.6,0,0.449,2414.35
2025/3/19 7:51,0.474,0.012,0.477,0.467,44.33,0,44.65,0,0.45,2402.78
2025/3/19 7:51,0.474,0.012,0.477,0.469,44.23,0,44.53,0,0.451,2381.94
2025/3/19 7:51,0.471,0.012,0.473,0.466,44.26,0,44.52,0,0.45,2369.21
2025/3/19 7:51,0.473,0.012,0.474,0.468,44.35,0,44.55,0,0.45,2359.95
2025/3/19 7:51,0.473,0.012,0.475,0.468,44.26,0,44.6,0,0.45,2354.75
2025/3/19 7:51,0.474,0.012,0.475,0.467,44.31,0,44.64,0,0.451,2353.59
2025/3/19 7:51,0.472,0.012,0.477,0.467,44.24,0,44.45,0,0.452,2361.11
2025/3/19 7:51,0.473,0.012,0.474,0.466,44.21,0,44.54,0,0.45,2366.32
2025/3/19 7:51,0.471,0.012,0.476,0.468,44.18,0,44.42,0,0.451,2376.74
2025/3/19 7:51,0.471,0.012,0.475,0.466,44.26,0,44.52,0,0.449,2379.05
2025/3/19 7:51,0.472,0.012,0.476,0.468,44.21,0,44.5,0,0.451,2376.74
2025/3/19 7:51,0.472,0.012,0.473,0.466,44.05,0,44.35,0,0.45,2371.53
2025/3/19 7:51,0.471,0.012,0.474,0.467,44.2,0,44.51,0,0.448,2355.9
2025/3/19 7:51,0.473,0.012,0.477,0.469,44.09,0,44.43,0,0.452,2344.91
2025/3/19 7:51,0.472,0.012,0.473,0.465,44.21,0,44.48,0,0.449,2327.55
2025/3/19 7:51,0.472,0.012,0.474,0.466,44.22,0,44.51,0,0.451,2322.34
2025/3/19 7:51,0.472,0.012,0.476,0.467,44.09,0,44.39,0,0.452,2316.55
2025/3/19 7:51,0.47,0.012,0.471,0.462,44.1,0,44.4,0,0.449,2311.34
2025/3/19 7:51,0.474,0.012,0.478,0.467,44.02,0,44.35,0,0.452,2313.66
2025/3/19 7:51,0.474,0.012,0.478,0.467,43.98,0,44.27,0,0.449,2314.24
2025/3/19 7:51,0.471,0.012,0.473,0.467,44.19,0,44.54,0,0.448,2305.56
2025/3/19 7:51,0.472,0.012,0.477,0.47,43.99,0,44.33,0,0.452,2293.4
2025/3/19 7:51,0.47,0.012,0.473,0.466,44.08,0,44.33,0,0.449,2284.72
2025/3/19 7:51,0.474,0.012,0.477,0.468,44.11,0,44.36,0,0.449,2279.51
2025/3/19 7:51,0.473,0.012,0.476,0.468,44.02,0,44.33,0,0.451,2268.52
2025/3/19 7:51,0.473,0.012,0.476,0.467,44.07,0,44.33,0,0.45,2261.57
2025/3/19 7:51,0.472,0.012,0.476,0.466,44.04,0,44.4,0,0.45,2254.05
2025/3/19 7:51,0.472,0.012,0.473,0.467,43.95,0,44.26,0,0.451,2252.89
2025/3/19 7:51,0.472,0.012,0.472,0.465,43.95,0,44.27,0,0.449,2246.53
2025/3/19 7:51,0.472,0.012,0.474,0.468,44.04,0,44.29,0,0.451,2239.58
2025/3/19 7:51,0.473,0.012,0.475,0.468,43.99,0,44.29,0,0.451,2231.48
2025/3/19 7:51,0.471,0.012,0.475,0.466,44.05,0,44.38,0,0.449,2232.64
2025/3/19 7:51,0.471,0.012,0.476,0.466,44.02,0,44.3,0,0.451,2229.17
2025/3/19 7:51,0.471,0.012,0.473,0.466,43.94,0,44.27,0,0.451,2225.69
2025/3/19 7:51,0.472,0.012,0.472,0.464,44,0,44.33,0,0.45,2220.49
2025/3/19 7:51,0.473,0.012,0.474,0.467,43.98,0,44.29,0,0.45,2220.49
2025/3/19 7:51,0.472,0.012,0.474,0.467,43.88,0,44.26,0,0.451,2218.75
2025/3/19 7:51,0.472,0.012,0.473,0.465,43.94,0,44.21,0,0.45,2212.96
2025/3/19 7:51,0.472,0.012,0.473,0.466,43.97,0,44.28,0,0.451,2215.86
2025/3/19 7:51,0.472,0.012,0.473,0.467,43.94,0,44.24,0,0.45,2225.12
2025/3/19 7:51,0.471,0.013,0.474,0.465,43.98,0,44.25,0,0.45,2225.69
2025/3/19 7:51,0.472,0.012,0.476,0.465,43.9,0,44.19,0,0.45,2233.8
2025/3/19 7:51,0.47,0.012,0.474,0.464,43.93,0,44.28,0,0.45,2233.8
2025/3/19 7:51,0.471,0.012,0.474,0.467,43.97,0,44.25,0,0.45,2230.9
2025/3/19 7:51,0.472,0.013,0.475,0.466,43.91,0,44.22,0,0.45,2224.54
2025/3/19 7:51,0.471,0.012,0.473,0.467,44,0,44.27,0,0.452,2214.12
2025/3/19 7:51,0.471,0.013,0.474,0.466,43.86,0,44.18,0,0.451,2206.6
2025/3/19 7:51,0.471,0.013,0.473,0.466,43.9,0,44.18,0,0.45,2200.81
2025/3/19 7:51,0.471,0.013,0.475,0.467,43.93,0,44.21,0,0.45,2200.81
2025/3/19 7:51,0.471,0.013,0.475,0.464,43.88,0,44.17,0,0.451,2207.18
2025/3/19 7:51,0.471,0.013,0.474,0.466,43.82,0,44.23,0,0.45,2208.91
2025/3/19 7:52,0.471,0.012,0.473,0.466,43.84,0,44.09,0,0.451,2210.07
2025/3/19 7:52,0.47,0.013,0.474,0.465,43.9,0,44.15,0,0.449,2210.07
2025/3/19 7:52,0.473,0.012,0.475,0.468,43.81,0,44.12,0,0.451,2210.07
2025/3/19 7:52,0.471,0.013,0.472,0.464,43.82,0,44.08,0,0.449,2211.81
2025/3/19 7:52,0.47,0.013,0.473,0.466,44.02,0,44.27,0,0.448,2204.28
2025/3/19 7:52,0.47,0.013,0.476,0.467,43.72,0,44.05,0,0.452,2193.87
2025/3/19 7:52,0.47,0.013,0.472,0.466,43.86,0,44.12,0,0.448,2188.66
2025/3/19 7:52,0.471,0.012,0.474,0.466,43.97,0,44.29,0,0.449,2189.24
2025/3/19 7:52,0.472,0.013,0.475,0.467,43.92,0,44.19,0,0.451,2187.5
2025/3/19 7:52,0.472,0.013,0.471,0.467,43.95,0,44.23,0,0.449,2187.5
2025/3/19 7:52,0.472,0.013,0.474,0.466,43.98,0,44.23,0,0.45,2190.39
2025/3/19 7:52,0.472,0.013,0.475,0.467,43.86,0,44.21,0,0.45,2196.76
2025/3/19 7:52,0.472,0.012,0.474,0.466,43.92,0,44.25,0,0.45,2203.13
2025/3/19 7:52,0.472,0.012,0.474,0.467,43.94,0,44.28,0,0.45,2202.55
2025/3/19 7:52,0.472,0.012,0.474,0.466,43.89,0,44.22,0,0.45,2203.13
2025/3/19 7:52,0.472,0.013,0.473,0.466,43.94,0,44.18,0,0.449,2202.55
2025/3/19 7:52,0.471,0.013,0.474,0.467,43.94,0,44.26,0,0.45,2212.38
2025/3/19 7:52,0.473,0.013,0.474,0.469,43.92,0,44.2,0,0.452,2222.8
2025/3/19 7:52,0.472,0.013,0.472,0.466,43.9,0,44.23,0,0.45,2237.27
2025/3/19 7:52,0.472,0.013,0.472,0.466,43.94,0,44.29,0,0.449,2238.43
2025/3/19 7:52,0.472,0.013,0.476,0.465,44,0,44.29,0,0.451,2239.58
2025/3/19 7:52,0.47,0.013,0.473,0.465,43.88,0,44.19,0,0.45,2235.53
2025/3/19 7:52,0.472,0.013,0.474,0.466,44.01,0,44.27,0,0.45,2234.38
2025/3/19 7:52,0.472,0.013,0.475,0.467,43.96,0,44.19,0,0.45,2231.48
2025/3/19 7:52,0.471,0.013,0.473,0.465,43.91,0,44.18,0,0.451,2228.59
2025/3/19 7:52,0.47,0.013,0.473,0.465,44.01,0,44.23,0,0.449,2220.49
2025/3/19 7:52,0.472,0.013,0.475,0.468,43.95,0,44.27,0,0.451,2220.49
2025/3/19 7:52,0.472,0.013,0.474,0.467,43.92,0,44.21,0,0.45,2219.91
2025/3/19 7:52,0.471,0.013,0.474,0.465,43.98,0,44.28,0,0.449,2214.7
2025/3/19 7:52,0.473,0.013,0.474,0.468,44.05,0,44.37,0,0.452,2220.49
2025/3/19 7:52,0.471,0.013,0.472,0.466,43.82,0,44.11,0,0.451,2221.64
2025/3/19 7:52,0.47,0.013,0.472,0.467,44.04,0,44.27,0,0.449,2222.22
2025/3/19 7:52,0.472,0.013,0.475,0.467,43.95,0,44.23,0,0.45,2225.12
2025/3/19 7:52,0.471,0.013,0.472,0.465,43.93,0,44.21,0,0.45,2225.12
2025/3/19 7:52,0.472,0.013,0.474,0.466,43.95,0,44.26,0,0.45,2226.27
2025/3/19 7:52,0.472,0.013,0.474,0.466,43.94,0,44.23,0,0.45,2221.64
2025/3/19 7:52,0.47,0.013,0.473,0.465,44.01,0,44.26,0,0.449,2221.64
2025/3/19 7:52,0.474,0.013,0.474,0.467,44.09,0,44.22,0,0.452,2221.06
2025/3/19 7:52,0.471,0.013,0.472,0.469,43.84,0,44.11,0,0.452,2225.69
2025/3/19 7:52,0.471,0.013,0.475,0.466,44.02,0,44.28,0,0.45,2229.17
2025/3/19 7:52,0.474,0.013,0.476,0.468,43.78,0,44.14,0,0.452,2229.75
2025/3/19 7:52,0.471,0.013,0.472,0.465,43.9,0,44.16,0,0.449,2224.54
2025/3/19 7:52,0.472,0.013,0.474,0.469,44.02,0,44.32,0,0.452,2215.28
2025/3/19 7:52,0.474,0.013,0.473,0.469,43.74,0,44.06,0,0.452,2189.81
2025/3/19 7:52,0.47,0.013,0.473,0.465,43.81,0,44.11,0,0.45,2189.81
2025/3/19 7:52,0.472,0.013,0.474,0.466,43.85,0,44.21,0,0.451,2164.93
2025/3/19 7:52,0.471,0.013,0.475,0.465,43.76,0,44.06,0,0.45,2157.41
2025/3/19 7:52,0.472,0.013,0.474,0.465,43.85,0,44.23,0,0.448,2157.41
2025/3/19 7:52,0.472,0.013,0.477,0.467,43.78,0,44.11,0,0.451,2157.41
2025/3/19 7:52,0.472,0.013,0.474,0.466,43.81,0,44.08,0,0.451,2157.41
2025/3/19 7:52,0.47,0.013,0.471,0.466,43.76,0,44.09,0,0.45,2156.83
2025/3/19 7:52,0.472,0.013,0.474,0.468,43.72,0,44.06,0,0.451,2159.72
2025/3/19 7:52,0.469,0.013,0.473,0.466,43.74,0,44.01,0,0.45,2160.3
2025/3/19 7:52,0.471,0.013,0.474,0.466,43.85,0,44.13,0,0.45,2160.88
2025/3/19 7:52,0.471,0.013,0.474,0.466,43.77,0,44.11,0,0.45,2164.35
2025/3/19 7:52,0.472,0.013,0.474,0.466,43.77,0,44.11,0,0.451,2163.77
2025/3/19 7:52,0.472,0.013,0.474,0.466,43.74,0,44.01,0,0.451,2164.35
